SKU,ItemTitle,ItemDescription,ItemBulletPoint,ItemDescription_2,Manufacturer,MfrPartNum,SellUOM,ItemPrice,ItemFactTag,Segment,Segment Name,Category,Category Name,Class,Class Name,Sub-Class,Sub-Class Name
119727,"Ergodyne Squids 3103 Tool Tail Detachable Loops, Black, 3 Loops Per Bag, Pack Of 6 Bags","Attach Ergodyne Squids 3103 Tool Tail Detachable Loops to your tools, so you can easily secure them to your compatible Ergodyne lanyard. The buckle makes exchanges quick and simple.",<ul><li>Attaches to select Ergodyne lanyards for quick tool exchanges. Compatible with most 3102 and 3104 modular lanyards (sold separately).</li> <li>Made with energy-absorbing cord and tubular nylon webbing.</li> <li>Modular connecting buckle allows easy attachment and detachment to your compatible lanyard.</li> <li>Lock stitching at both ends adds security.</li> <li>Maximum safe working capacity: 5 lb.</li> <li>Meets ANSI/ISEA 121-2018 standards.</li></ul>,,ERGODYNE CORPORATION,19068,CA,49.73,,SEG_12000000,Footwear & Apparel,CAT_12300000,Headgear,CLS_12310000,Head Protection,SUB_12310003,Hard Hats
134716,"Ergodyne Skullerz Bump Cap, Short Brim, Black, 8950XL","Protect your skull from bumps and bruises at work with this Ergodyne bump cap. Designed with an impact-resistant shell on the outside and a comfortable foam lining on the inside, this cap is a must-have when you're on the job.",<ul><li>Impact-resistant shell has a comfortable inner foam lining.</li> <li>Flanged design increases airflow for a cool feeling.</li> <li>Reflective accents help you remain seen in low-light conditions. </li> <li>EN 812-compliant patented design.</li></ul>,,ERGODYNE CORPORATION,23346,EA,,,SEG_12000000,Footwear & Apparel,CAT_12300000,Headgear,CLS_12310000,Head Protection,SUB_12310003,Hard Hats
213052,"VersaCheck® X9 INKcrypt® For QuickBooks® TopSecure™ Series, 5-User, 2022, For Windows®, Disc/Download","Great for your home office or small business, VersaCheck X9 INKcrypt For QuickBooks TopSecure Series helps you make your own checks. You can manage your finances with this disc/download software that supports 5 users simultaneously and features counterfei","<ul><li>Lets you to make and print personal and business checks.</li> <li>Supports up to 5 users at once.</li> <li>Allows you to add unlimited accounts, track and manage finances and customize your account safety settings.</li> <li>Offers an integrated INKcrypt Ink security system and personalized DNA security patterns for counterfeit-proof protection.</li> <li>Can be used on its own or with QuickBooks, Quicken and other payroll software (sold separately).</li> <li>Compatible with inkjet and laser printers.</li> <li>Comes with 150 checks and deposit slips.</li></ul>",,GLOBAL BIZZ FORCE INC.,VCX9Q-9882,EA,,,SEG_30000000,Software,CAT_30100000,Software - Accounting & Finance,CLS_30110000,Software - Finance,SUB_100637,Software Product Key & Box - Checks
134327,"Ergodyne GloWear® 8365 Type R Class 3 High-Visibility Rain Jacket, Large, Lime",Stay comfortable and prepared on the job while wearing the Ergodyne GloWear 8365 Rain Jacket. This Type R Class 3 jacket is made of waterproof polyester and features reflective materials to help keep you visible at night.,"<ul><li>300-denier oxford polyester outer shell is waterproof and durable.</li> <li>PU coating and polyester mesh lining offer breathability.</li> <li>2 external pockets with snap flaps in the front, dual mic tabs and a cellphone chest pocket.</li> <li>YKK #5 zipper closure with snap buttons and a storm flap to keep the elements out.</li> <li>2"" ANSI-compliant 3M™ Scotchlite™ reflective details keep you noticed at night.</li> <li>Hood with drawstrings and stoppers to keep your head covered.</li> <li>ANSI/ISEA 107-2015 Type R Class 3 and 3rd Party certified.</li></ul>",,ERGODYNE CORPORATION,24324,EA,,,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12140000,Protective Garments,SUB_6147869,Rain Gear
213673,Ruckus ZoneDirector 3000 - Upgrade license - 350 additional access points,,"<ul><li>Easy monitoring and troubleshooting. Customizable dashboard provides comprehensive at-a-glance network snapshot and allows drill down to troubleshoot wireless problems.</li> <li>Advanced WLAN features and functions. Advanced wireless networking features include rogue AP detection, interference detection, band steering, airtime fairness, role-based user policies, per-user rate-limiting, hotspot and guest networking services.</li> <li>Unmatched scalability. Supporting up to 500 APs and 1,024 WLANs per device, the ZoneDirector 3000 can easily serve medium to large campus deployments.</li> <li>Automatic user security. Dynamic PSK eliminates the requirement to configure and update individual PC client devices with unique encryption keys. Dynamic VLAN assignment seamlessly extends existing security policies to the WLAN.</li> <li>Distributed forwarding architecture. Maximizes data throughput by sending all data traffic directly from the access points to the wired network.</li> <li>IT lite deployment in 5 minutes, simple to use and manage. Web-based configuration wizard configures an entire WLAN in minutes. ZoneFlex APs auto-discover the ZoneDirector. Centralized management and automatic, real-time optimization of entire WLAN.</li> <li>Smart Mesh Networking streamlines costly and complex deployment. Integrated Ruckus Smart Mesh Networking technology automates deployment, eliminates the need to run Ethernet cable to every Smart Wi-Fi AP. Adaptable architecture with Hybrid Mesh extends the wireless network through Ethernet connected APs, increasing system performance.</li></ul>","The Ruckus Wireless ZoneDirector 3000 is the first enterprise-class Smart Wireless LAN system that delivers a secure, robust and easily expandable WLAN solution at an unmatched total cost of ownership. Capable of managing up to 500 ZoneFlex Smart Wi-Fi access points and 10,000 clients from a single location, the Ruckus ZoneDirector 3000 is designed for simplicity and ease of use. Unlike conventional wireless LAN systems that are costly, complex and cumbersome to deploy, the ZoneDirector 3000 is ideal for any enterprise that requires a high-performance wireless LAN that can be easily deployed and managed. The ZoneDirector 3000 integrates the Ruckus Smart/OS application engine that delivers advanced features such as smart wireless meshing, high availability, hot spot authentication, elegant guest networking and dynamic Wi-Fi security. The Ruckus ZoneDirector 3000 can be deployed and operated by nonwireless experts and can be installed quickly and easily. Any organization with limited IT staff and budget can create a robust and secure multimedia WLAN in a matter of minutes. The Ruckus ZoneDirector easily integrates with network, security and authentication infrastructure already in place and is easily configured through a point-and-click web wizard. Ruckus ZoneFlex APs automatically discover and are configured by the ZoneDirector. Redundant and secure, the Ruckus ZoneDirector provides WLAN-wide network, security, RF and location management within a single, easy-to-use and affordable WLAN system.",RUCKUS WIRELESS,909-0350-ZD00,EA,,,SEG_30000000,Software,CAT_30400000,Software - Cybersecurity,CLS_30410000,"Software - Antivirus, Security & Utility",SUB_100693,Software Product Key & Box - Internet Security Suites
231785,"Antibacterial Hand Sanitizer, 1 Oz",Full Color Hand Sanitizer,<ul><li>Alcohol free anti bacterial hand sanitizer</li> <li>Made in the USA</li> <li>Unscented</li> <li>Full color imprinted label</li></ul>,,,,EA,1.06,"* A great tool for branding * Unscented * Alcohol free * 3 1/2""H x 1”W x 1""D Office Depot paper FORAY pens",SEG_32000000,Promotional Products,CAT_32700000,Promotional - Health & Wellness,CLS_32740000,Custom - Skin Care,SUB_32740001,Skin Care - Custom 3rd Party
183071,"TP-LINK Smart Wi-Fi Light Switch, HS200","Create an inviting home atmosphere even before you leave work with this TP-LINK Wi-Fi Switch. Control the lighting and ceiling fans in your home using your smartphone with this smart Wi-Fi light switch, which works over your wireless network. With daily s","<ul><li>Away Mode-Make it look like you're home when you're not by having your lights turn off and on randomly while away.</li> <li>Works with Amazon Alexa - Turn on or off the bulbs connected to the Smart Switch just using your voice with Amazon Echo, Dot, Tap and other supported devices(sold separately).</li> <li>Remote Access-Control your home lighting from anywhere with your smartphone or tablet using the free Kasa app.</li> <li>Scheduling-Set lights to turn off and on at dawn, dusk, or any time that works with your daily schedule.</li> <li>LED Indicator-Find the switch easily, even at night when all your lights are turned off</li></ul>","<p><b>Control from Anywhere</b></p> <p>Control anything a standard light switch controls, like lights, ceiling fans and other fixtures, from anywhere using the Kasa Smart app. Turn fixtures on and off, set schedules, even group them with other Kasa Smart devices.</p> <p><b>Easy Install</b></p> <p>No need to understand complex wiring, just follow the step-by-step wiring process in the Kasa Smart app for a guided installation. Your Kasa Smart Wi-Fi Light Switch comes with labels, a faceplate and the necessary hardware for your convenience.</p> <p>INSTALL TUTORIAL</p> <p></p> <p><b>Your Voice Has Power</b></p> <p>Use simple voice commands to control all of your Kasa Smart light switches or light bulbs with any Alexa or Google Assistant smart speaker. Turn on kitchen lights when your hands are full, let your voice assistant know to dim your lights, even turn off hallway lights as you're walking to bed.</p> <p><b>A Single Tap Is All It Takes</b></p> <p>Use the Grouping feature on the Kasa Smart app to combine your devices together for unified control with one single tap on your smartphone. Combine your living room bulbs, plugs and light switches together for an easier way to turn them on when you get home.</p>",,,EA,2.51,"* For smart home setups * 5"" height * Color Performance Protection Plan Tech Services",SEG_23000000,Home Automation & Security Technology,CAT_23400000,Smart Lighting,CLS_23410000,Smart Light Accessories,SUB_23410002,Smart Light Switches
88094,"JAM Paper® 3-Piece Office Organizer Set, Black","Office essentials that coordinate with each other and your décor give your office a cohesive, thoughtfully designed appearance. Complete your setup with this JAM Paper 3-piece office organizer set.","<ul><li>Made with hard plastic and a smooth finish.</li> <li>Weighted rubber bases provide stability.</li> <li>Includes a tape dispenser (tape sold separately), a stapler and a box of 5,000 staples.</li></ul>",,JAM PAPER AND ENVELOPE,33758BK,PK,32.27,,SEG_5000000,Desk Accessories,CAT_5700000,Organizer Sets,CLS_5710000,Organizer Sets -&nbsp;Cubicle&nbsp;,SUB_5710001,Sets -&nbsp;Cubicle&nbsp;Accessories
213880,Adobe Photoshop Elements 2021 & Premiere Elements 2021 Student & Teacher Edition (Windows),,<ul></ul>,"<p>Follow your creative inspiration wherever it leads. With Adobe Sensei AI technology* as your creative sidekick, you can easily edit, create, organize, and share your photos and videos to bring your imagination to life. Add motion to your static images, fine-tune the position of a person&#8217;s face, select a specific object&#8212;or area&#8212;of your video and easily apply an effect, and improve grainy low-light footage. Plus, make inspirational Quote Graphics&#8212;great for social media&#8212;with pre-set templates, tons of customization, and cool animation options. Want to learn a new skill? From basic adjustments to artistic creations, you&#8217;re covered with 83 Guided Edits. Create modern duotones, make cool photo and video double exposures, and reveal your videos with animated matte overlays to achieve the look you want without any guesswork. And when you&#8217;re ready, share as gallery-quality wall art and custom gifts using the built-in prints and gifts service&#8224; or as movies and fun GIFs on social media.</p><ul><li>With Adobe Sensei AI technology* as your creative sidekick, you can easily edit, create, organize, and share your photos and videos to bring your imagination to life:</li><li>Add motion to your static images, fine-tune the position of a person&#8217;s face, select a specific object&#8212;or area&#8212;of your video and easily apply an effect, and improve grainy low-light footage.</li><li>Make inspirational Quote Graphics&#8212;great for social media&#8212;with pre-set templates, tons of customization, and cool animation options.</li><li>From basic adjustments to artistic creations, you&#8217;re covered with 83 Guided Edits:</li><li>Create modern duotones, make cool photo and video double exposures, and reveal your videos with animated matte overlays to achieve the look you want without any guesswork.</li><li>And when you&#8217;re ready, share as gallery-quality wall art and custom gifts using the built-in prints and gifts service&#8224; or as movies and fun GIFs on social media.</li></ul>",,,EA,73.52,,SEG_30000000,Software,CAT_30600000,Software - Editing,CLS_30610000,Software Download - Digital Editing Suites,SUB_100710,Software Download - Photo Editing
88278,"CEP Ellypse Plastic 4-Drawer Organizer, 9 3/4"" x 11 1/2"" x 15 5/8"", Taupe",Organize any desktop in an easy and elegant manner. This organizer offers multiple drawers and can be stacked to save on space.,"<ul><li>Plastic construction is durable and shock-resistant.</li> <li>Anti-scratch rubber feet help protect your desk from scratches and prevent the organizer from sliding.</li> <li>Drawers are capable of storing up to 450 sheets of paper up to 9-1/2"" x 12-5/8"" in size.</li> <li>Easily retrieve documents with the retaining stop and access slot.</li> <li>Weight capacity tested to support up to 6 lb. </li> <li>Stackable design helps you maximize space on your desk.</li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li></ul>","<p>Ellypse Desktop Module features four, sliding drawers with a retaining stop and access slot in the base of each drawer to help you easily retrieve your documents. Its stackable design allows you to conveniently stack an additional module for space-saving organization. Anti-scratch rubber feet prevent damaging delicate surfaces and resist sliding when pulling or pushing drawers. Shock-resistant polystyrene withstands minor mishaps and daily use for long-lasting performance. Each drawer holds up to 450 sheets.</p>",CEP,1003940201,EA,,,SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5920000,Supply Organizers - Desktop,SUB_5920001,Multi-Supply Organizers - Desktop
134942,"FitRight Extra Disposable Briefs, Large, Blue/White, Bag Of 20 Briefs",Incontinence protection made simple,"<ul><li>Provides women with discreet, comfortable incontinence protection.</li> <li>Anti-leak guards help keep liquid contained.</li> <li>Anatomical design mimics the feel of real underwear for maximum comfort.</li> <li>Super-absorbency core wicks away moisture to help maintain skin dryness and integrity.</li> <li>SensiSoft material offers a garment-like feel.</li> <li>Disposable.</li></ul>",,"MEDLINE INDUSTRIES, INC.",FITEXTRALGZ,BG,,"* Discreet, garment-like protection * Moisture-wicking 4D-Core * Wetness indicator * Disposable Underpads Barrier creams Adhesive bandages",SEG_12000000,Footwear & Apparel,CAT_12500000,Undergarments,CLS_12510000,Men's Undergarments,SUB_12510001,Incontinence Underwear - Men
134018,"Ergodyne GloWear 8283BK Lightweight Performance Hi-Vis T-Shirt, 5X, Orange","Stay cool and comfortable on site when you wear an Ergodyne GloWear 8283BK Lightweight Performance Hi-Vis T-Shirt. Reflective tape is built into the shirt to help you remain seen in low light conditions, while a moisture-wicking treatment helps to prevent","<ul><li>Made from lightweight polyester performance fabric for all-day comfort.</li> <li>Moisture-wicking treatment helps you stay cool and dry.</li> <li>ANSI/ISEA 107, Type R Class 2 compliant for high visibility with 2” segmented reflective tape for low-light visibility.</li> <li>UPF 30+ protection from harmful UV rays.</li> <li>Underarm vents offer optimal airflow.</li> <li>Black paneling hides sweat, dirt and dust for long-lasting wear.</li> <li>Includes a chest pocket to clip pens or store small items.</li> <li>Machine washable.</li></ul>",,ERGODYNE CORPORATION,23519,EA,,,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12110000,Clothing Basics,SUB_12110004,Shirts
231379,Budget Backpack,,<ul></ul>,,,,EA,5.5,,SEG_32000000,Promotional Products,CAT_32200000,Promotional - Bags & Totes,CLS_32210000,Custom - Gifts & Shopping,SUB_32210005,"Bags - Backpack, Custom 3rd Party"
231427,Sports Pack Drawstring Bag,,<ul></ul>,,,,EA,1.98,,SEG_32000000,Promotional Products,CAT_32200000,Promotional - Bags & Totes,CLS_32220000,Custom - Totes,SUB_32220001,Totes - Custom 3rd Party
88675,"Office Depot® Brand 9-Compartment Drawer Organizer, 9 1/8""H x 16 1/8""W x 1 1/2""D, Black","Store your pens, pencils, paper clips and other essentials","<ul><li>Center compartment is great for easy access to small items.</li> <li>Left-side compartment fits 3"" x 3"" sticky note pads.</li></ul>",,OFFICE DEPOT,65263,EA,0.01,"* Store pens, pencils & paper clips * 9 1/8""H x 16 1/8""W x 1 1/2""D * Contemporary style Office Depot file folders Office Depot labels Foray pens",SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5930000,Supply Organizers - Drawer,SUB_5930001,Multi-Supply Organizers - Drawer
88420,"Safco® Onyx Mesh 8-Tier Desk Organizer, 14""H x 11 3/4""W x 10 3/4""D, Black","This Safco Onyx mesh 8-tier desk organizer keeps your office papers tidy and within easy reach. The tiered design creates a more efficient workspace, letting you quickly find the papers you need without adding clutter.","<ul><li>Made of metal for durable use. Mesh construction provides a stylish, modern look.</li> <li>Tiered design allows you to access the file you need quickly and easily.</li> <li>Eight 1""-wide sections provide ample storage room. Accommodates file folders and small binders.</li> <li>14""H x 11 3/4""W x 10 3/4""D desk organizer holds plenty of documents. Black desk organizer keeps items in order.</li></ul>","<p>Slanted desk organizer helps you manage papers, folders and small binders and keep them accessible on the worksurface. Each slanted section is 1"" wide. Desk organizer has a sturdy, steel mesh construction with a black powder-coat finish.</p>",SAFCO PRODUCTS CO,3258BL,EA,0.01,"* Create a more efficient workspace * Metal mesh construction * Tiered design * For file folders and small binders * Eight 1""-wide sections * 14""H x 11 3/4""W x 10 3/4""D Binders File folders Office Depot paper",SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5920000,Supply Organizers - Desktop,SUB_5920001,Multi-Supply Organizers - Desktop
88024,"CEP Origins Collection Stackable Letter Tray, 2-1/2""H x 10-1/4""W x 13-11/16""D, Green","A stylish, elegant look for your desk.",<ul><li>Curved design offers an easy-access cutaway section at the front.</li> <li>Features a high-gloss finish.</li> <li>Stack letter-size documents securely for vertical storage to save space or in staggered formation for easier access to lower tray contents.</li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li></ul>,"<p>As part of the coordinated Origins collection by Cep, this letter tray brings a stylish, elegant look to your desktop. The unique curved design offers an easy-access cutaway section at the front and a high gloss finish so the tray is sure to be noticed. Stack securely for vertical storage to save space or in staggered formation for easier access to lower tray contents. Letter-size tray is 100 percent recyclable.As part of the coordinated Origins collection by Cep, this letter tray brings a stylish, elegant look to your desktop. The unique curved design offers an easy-access cutaway section at the front and a high gloss finish so the tray is sure to be noticed. Stack securely for vertical storage to save space or in staggered formation for easier access to lower tray contents. Letter-size tray is 100 percent recyclable.</p>",CEP,1060000301,EA,0.32,,SEG_5000000,Desk Accessories,CAT_5600000,Letter Trays,CLS_5610000,Letter Trays - Cubicle,SUB_5610001,Paper Trays - Cubicle
214083,Red Hat Enterprise Linux for SAP HANA for x86 - Premium subscription (5 years) + Red Hat Support - 1 server (2 sockets),,<ul><li>Enhanced SAP virtualization monitoring. Vhostmd functionality for SAP applications running in virtual servers provides the ability to monitor elements of host within a guest. This enables clients to troubleshoot performance issues in virtual environments.</li> <li>Performance tuning for SAP HANA workload profiles. Delivers a validated and certified configuration of RHEL tuned specifically for SAP HANA to provide optimal performance.</li> <li>RHEL for SAP HANA Fast Start. Delivers the capability to set SAP parameters in profile before install. Integrates with Red Hat Satellite to enable customers to quickly install and provision RHEL for SAP HANA with consistently.</li> <li>High availability. Built-in high availability (HA) agent scripts developed specifically for SAP. Enables SAP administrators to manage SAP instances in a high availability environment.</li> <li>Improved library support. Delivers current compiler support to increase performance and improve compatibility.</li> <li>Enterprise-level integrated support with SAP. Integration of SAP Solution Manager and Red Hat support provides clients with a single point of contact for support needs. Joint support for running SAP on Red Hat Enterprise Linux reduces complexity for managing RHEL for SAP HANA.</li></ul>,"Red Hat and IBM x86 servers are proven, scalable, and secure. Red Hat Enterprise Linux is successfully deployed with IBM x86 servers in mission-critical environments across multiple industries such as financial services, telco, retail, government and defense, oil and gas, and healthcare.","LENOVO, INC.",00JY365,EA,6250.43,,SEG_30000000,Software,CAT_30101000,Software Licensing,CLS_30101100,Software Licenses,SUB_7102340,Software Download - Multi-User
133900,"Ergodyne GloWear 8289BK Type-R Class 2 T-Shirt, Medium, Black/Lime",Dress for visibility on the job with this Ergodyne GloWear T-shirt. This breathable top delivers sweat-wicking performance and UPF protection for all-day comfort.,<ul><li>Helps you remain easy to see in low-visibility settings.</li> <li>Made of lightweight birds-eye knit for breathability.</li> <li>Moisture-wicking technology helps you stay dry and comfortable.</li> <li>30+ UPF protection guards against sun exposure.</li> <li>Chest pocket is great for pens and other small items.</li> <li>High-wear areas are darker to help you maintain a clean appearance.</li> <li>Reflective detailing provides visibility.</li> <li>Meets ANSI standards.</li></ul>,,ERGODYNE CORPORATION,22503,EA,,,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12110000,Clothing Basics,SUB_12110004,Shirts
133968,"Ergodyne GloWear 8293 Type R Class 2 Hooded Sweatshirt, 3X, Lime","Stay warm and comfortable wherever work takes you in the Ergodyne GloWear 8293 Type R Class 2 Hooded Sweatshirt. It's designed with heat transfer reflective segments to help you stay visible in lower light, and the black sleeves and front panel help to hi","<ul><li>Remain visible in low-light conditions with the 2"" ANSI-compliant heat transfer reflective segments.</li> <li>ANSI-compliant polyester polar fleece keeps you warm and comfortable.</li> <li>Drawstring hood can tighten or loosen as needed.</li> <li>1 front pouch pocket helps you keep track of small items.</li> <li>Machine wash.</li> <li>Black front panel and sleeves help to hide dirt and wear.</li></ul>",,ERGODYNE CORPORATION,21687,EA,,,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12110000,Clothing Basics,SUB_12110004,Shirts
213689,"Laplink® PCmover Home 11, 1-Users",,<ul></ul>,"<p>PCmover Home 11 is the ONLY software that automatically transfers applications, files, and settings from an old PC to a new one and is ideal for someone with only one user profile on a PC! It&#8217;s the easiest way to move to a new PC without leaving anything behind, even when there are different versions of Windows on the old and new PC. Nothing is changed on the old PC and nothing is overwritten on the new PC.</p><p>To use PCmover, simply install it on both your old and new Windows computers, and follow the easy-to-use wizard.&#160; When the transfer is complete, your new PC will have the personality and functionality of your old one. Because most transferred applications are installed ready-to-use on the new PC, there&#8217;s usually no need to find old CDs or previously downloaded applications, serial numbers, or license codes.</p><p>Laplink&#8217;s PCmover is the best-selling migration solution and the ONLY one Microsoft&#174; recommends.</p><p>&#160;</p>",,,EA,23.97,,SEG_30000000,Software,CAT_30400000,Software - Cybersecurity,CLS_30410000,"Software - Antivirus, Security & Utility",SUB_100696,Software Download - Utility
87443,"SKILCRAFT® Smart Card Holder, 2 1/8"" x 3 1/2"", Clear, Box Of 250 (AbilityOne 8455-01-645-2732)",Protect your identification with the Smart Card Holder,"<ul><li>Blocks unauthorized scanning from the outside. Complies with FIPS 201.</li> <li>Holds up to two 2 1/8"" x 3 1/2"" cards. Can be displayed vertically or horizontally.</li> <li>Design includes an easy slide in/out thumb-notch profile.</li></ul>","Smart Card Holder offers a great way to protect your identification. FIPS 201-approved, anti-scan card holder makes this easy. It holds up to two cards and can be displayed vertically or horizontally. Design includes an easy slide in/out thumb-notch profile. Holder attaches easily to neck lanyard or identification card reel.",NATIONAL INDUSTRIES FOR THE BLIND,6452732,BX,891.73,"* Protects your identification * 2 1/8"" x 3 1/2"" * Plastic material * Anti-scan barrier * Vertical or horizontal * Box of 250 Name badges Lanyards Labels",SEG_5000000,Desk Accessories,CAT_5200000,Card Files & Holders,CLS_5210000,Business Card Organizers,SUB_5210002,Business Card Holders
88011,Business Source Side-loading Stackable Letter Trays - Desktop - Stackable - Clear - 1 Each,,<ul><li>Ribbed bottom prevents papers from sticking for quick access</li> <li>For use with letter-size items</li> <li>Stackable design allows space-saving desktop organization</li> <li>Built-in handles offer easy transportation as needed</li></ul>,"<p>Side-loading stackable tray snaps together with other Business Source Stackable Trays effortlessly to handle expanding workloads. Trays stack vertically, side by side, or both.</p>",SP RICHARDS,42587,EA,3.18,,SEG_5000000,Desk Accessories,CAT_5600000,Letter Trays,CLS_5620000,Letter Trays & Supports - Desktop,SUB_5620001,Paper Tray - Desktop
88595,Realspace® Black Wire  Pencil Cup,"Stash pens, pencils and highlighters in this metal cup to keep your desk organized. The metal wire construction offers a fashionable appearance and durability.","<ul><li>Crafted of metal for rugged strength and a stylish look.</li> <li>Houses pens, pencils and other writing utensils to keep your desk free of clutter.</li> <li>Measures 4""H x 3 1/2""W x 3 1/2""D.</li></ul>",,OFFICE DEPOT,37927,EA,0.01,"* Organize your writing utensils * Metal wire construction * Measures 4""H x 3 1/2""W x 3 1/2""D FORAY pens FORAY pencils Office Depot paper",SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5920000,Supply Organizers - Desktop,SUB_5920003,Pen/Pencil Holders - Desktop
88667,"Akro-Mils Plastic 24-Drawer Storage Cabinet, 15 12/16"" x 20"" x 6 6/16"", Black/Clear",Strong plastic cabinet organizes and protects your small supplies and other components. Cabinets stack securely and can also be wall-mounted with keyhole slots. This stackable cabinet includes 24 large dividable drawers to multiply storage options.,"<ul><li>Cabinets stack securely and can also be wall-mounted with keyhole slots.</li> <li>This stackable cabinet includes 24 large dividable drawers to multiply storage options.</li> <li>Clear unbreakable drawers offer easy content identification.</li> <li>Finger-grip drawer pulls provide easy access, and rear stop tabs prevent contents from spilling.</li> <li>Frame is made of one-piece, high-impact plastic.</li> <li>Dividers are molded into the back of the cabinet.</li></ul>","<p>Strong plastic cabinet organizes and protects your small supplies and other components. Cabinets stack securely and can also be wall-mounted with keyhole slots. This stackable cabinet includes 24 large dividable drawers to multiply storage options. Clear unbreakable drawers offer easy content identification. Finger-grip drawer pulls provide easy access, and rear stop tabs prevent contents from spilling. Frame is made of one-piece, high-impact plastic. Dividers are molded into the back of the cabinet.</p>",AKRO-MILS INC.,10124,EA,0.01,,SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5930000,Supply Organizers - Drawer,SUB_5930001,Multi-Supply Organizers - Drawer
87416,"Swingline® Stratus™ Acrylic Business Card Holder,Â&nbsp;Clear",Fill up this stylish business card holder to make it easy to get your name out there,"<ul><li>Heavyweight acrylic construction offers durability.</li> <li>Allows simple storage and quick access to your business cards, so you can hand one to every potential client or customer that enters your office.</li> <li>Fits most standard-size business cards.</li> <li>Round shape and clear design provide a sleek, contemporary look.</li> <li>Coordinates with other items in the Swingline Stratus premium desk accessory collection (sold separately).</li> <li>Neatly present and store your business cards on your desktop</li> <li>Made from durable acrylic material. Solid base ensures the card holder stays firmly in place.</li> <li>Cards are set with an air of professionalism and are easily accessible</li> <li>Perfectly clear with a modern, rounded, shape this desk accessory has an upscale appearance</li></ul>",,"ACCO BRANDS USA, LLC",S7020335,EA,0.01,"* Holds plenty of business cards * Acrylic construction * Round shape * 4 1/2""H x 3 1/2""W x 2 1/4""D Office Depot paper FORAY pens File cabinets",SEG_5000000,Desk Accessories,CAT_5300000,Desk Pads,CLS_5230000,Desk Notepads & Mats,SUB_5230001,Desk Mats/Blotters
134579,"Ergodyne Chill-Its® 6630 Terry Cloth Skull Caps, Blue, Pack Of 6 Caps","When you wear the Ergodyne Chill-Its 6630 Skull Cap, you can feel confident and cool on the job. This terry cloth cap features Hi Cool® technology to wick away moisture and an elastic band to provide a sure fit.",<ul><li>Made of polyester for a soft feel.</li> <li>Hi Cool® moisture management and a sweat-absorbing terry cloth liner keep sweat from causing a distraction.</li> <li>Low-profile style can be worn under a helmet or hard hat.</li> <li>Elastic band stretches to offer a snug fit.</li> <li>Machine washable.</li></ul>,,ERGODYNE CORPORATION,12510,CA,,,SEG_12000000,Footwear & Apparel,CAT_12300000,Headgear,CLS_12310000,Head Protection,SUB_12310001,Bandanas
58484,"Office Depot® Brand Prestrung Color Shipping Tags, #5, 4 3/4"" x 2 3/8"", Yellow, Box Of 1,000",Keep track of your shipments with these color-coded shipping tags. The prestrung design allows quick and easy attachment to streamline your labeling process.,"<ul><li>Sturdy 13-pt stock withstands frequent handling.</li> <li>12"" unpolished string allows simple attachment.</li> <li>3/16"" reinforced eyelet guards against rips and tears.</li></ul>",,"B O X MANAGEMENT, INC.",G11052C,CA,63.75,,SEG_5000000,Desk Accessories,CAT_5500000,File Organizers,CLS_5510000,File Organizers - Desktop,SUB_5510001,Desktop File Sorters
213503,Adobe Acrobat Standard 2020 (Windows),,<ul></ul>,"<p>Get the PDF tools you need. With Adobe Acrobat Standard 2020, you can create, edit, fill, sign, and protect PDF documents on Microsoft Windows. Quickly convert documents to PDF. Turn paper documents into searchable PDFs and manage all your PDF files from the centralized Home view. All with the reliable desktop PDF solution from Adobe, the leader in secure digital documents.</p><ul><li>Create PDFs from Windows&#8212;Quickly and reliably convert documents to standards-compliant PDFs from Microsoft Windows.</li><li>Export PDFs to Microsoft Office 365 formats&#8212;Convert PDFs to Word, Excel, or PowerPoint formats while preserving fonts, formatting, and layouts.</li><li>Edit PDF text and images&#8212;Use a familiar point-and-click interface to edit PDF documents intuitively right from within Acrobat.</li><li>Manage all your work from one place&#8212;Organize, manage, and search all your PDFs from the centralized Home view.</li><li>Customize your tools&#8212;Stay organized with color customization of Fill &amp; Sign tools like Add Text, Add Checkmark, and Sign.</li><li>Open Microsoft Information Protection (MIP) files&#8212;Use Adobe Acrobat 2020 to open files protected with Microsoft Information Protection solutions.</li><li>Work with Dropbox, Box, and OneDrive&#8212;Access, edit, and store files in your Dropbox, Box, or Microsoft OneDrive account.</li><li>Create protected PDFs&#8212;Prevent others from accessing, copying, or editing sensitive information.</li></ul>",,,EA,336.58,,SEG_30000000,Software,CAT_30300000,Software - Business & Office,CLS_30310000,Software - Business Applications,SUB_100672,Software Download - Document Management
